hs12629 ENSG00000138083
hs18164 ENSG00000180044
hs18165 ENSG00000111229 NP_005710.1
hs18166 ENSG00000198818
hs18167 ENSG00000188983
hs18168 ENSG00000197755
hs18169 ENSG00000183224
hs18698 ENSG00000184385
hs20308 ENSG00000182136
hs18696 ENSG00000147164
hs20306 ENSG00000180869
hs20305 ENSG00000069482
hs20304 ENSG00000197613
hs20303 ENSG00000160471
hs20302 ENSG00000196265
hs20301 ENSG00000159197
hs20300 NP_002862.2 ENSG00000183155
hs14803 DIP:6016N
hs14802 ENSG00000189008
hs14801 ENSG00000188352
hs14800 ENSG00000182252
hs14807 ENSG00000168399
hs14806 ENSG00000174255
hs14805 ENSG00000169740
hs14804 DIP:24191N ENSG00000136936
hs14809 ENSG00000188969
hs14808 ENSG00000115137
hs18838 ENSG00000197723
hs18839 ENSG00000177340
hs18836 ENSG00000177108
hs18837 ENSG00000173335
hs18834 ENSG00000136315
hs18835 ENSG00000187987
hs18832 ENSG00000145777
hs18833 ENSG00000162901
hs18830 NP_000983.1 ENSG00000162244
hs18831 ENSG00000167874
hs20628 ENSG00000196933 ENSG00000197663
hs20629 ENSG00000141741
hs17381 ENSG00000197432
hs17380 NP_003796.1 ENSG00000169372
hs20622 ENSG00000119722
hs20623 ENSG00000198653
hs20624 ENSG00000185355
hs20625 ENSG00000169752
hs20626 ENSG00000123257
hs20627 ENSG00000188580
hs13354 ENSG00000141873
hs13355 ENSG00000179055
hs11978 ENSG00000159720
hs11979 ENSG00000035115
hs11974 ENSG00000176896
hs11975 ENSG00000116882
hs11976 ENSG00000128872
hs11977 ENSG00000034152
hs11970 ENSG00000165059
hs11971 ENSG00000197798 NP_078832.1
hs11972 ENSG00000156026
hs11973 ENSG00000064547
hs6094 ENSG00000166351
hs6095 ENSG00000113368
hs6096 ENSG00000154451
hs6097 ENSG00000047230
hs6090 ENSG00000162714
hs6091 ENSG00000185156
hs6092 ENSG00000184640
hs6093 ENSG00000160219
hs6098 ENSG00000137747
hs6099 ENSG00000124549
hs12779 ENSG00000063180
hs12778 ENSG00000163909
hs13358 ENSG00000167825
hs12773 ENSG00000109163
hs12772 ENSG00000188828
hs12771 ENSG00000165506
hs12770 ENSG00000186364
hs12777 ENSG00000138483
hs12776 ENSG00000183729
hs12775 ENSG00000153944
hs12774 ENSG00000104823 AAH11792.1
hs21577 ENSG00000189043
hs21576 ENSG00000182992
hs21575 ENSG00000196579
hs21574 ENSG00000198957
hs21573 ENSG00000198275
hs21572 O14949
hs21571 P13994
hs21570 ENSG00000116652
hs21579 ENSG00000185617
hs21578 ENSG00000188373
hs16478 ENSG00000196771
hs16479 ENSG00000165512
hs16470 ENSG00000157150
hs16471 ENSG00000163746
hs16472 ENSG00000198643
hs16473 ENSG00000141668
hs16474 ENSG00000132693
hs16475 ENSG00000101421
hs16476 ENSG00000108511
hs16477 ENSG00000188538
hs15523 ENSG00000143612
hs15522 ENSG00000113119
hs18342 XP_290777.1
hs18343 DIP:298N
hs19017 ENSG00000197836
hs19016 ENSG00000171013
hs19015 ENSG00000167117
hs19014 ENSG00000189332
hs19013 ENSG00000185822
hs19012 ENSG00000196112
hs19011 ENSG00000182660
hs19010 ENSG00000198125
hs19019 ENSG00000167255
hs19018 ENSG00000165623
hs10735 NP_036379.2 ENSG00000086475
hs10734 ENSG00000139624
hs10737 DIP:24255N ENSG00000172613
hs10736 ENSG00000101266 NP_001886.1 DIP:42N
hs10731 ENSG00000105552
hs10730 ENSG00000198181
hs10733 ENSG00000100519 ENSG00000181732
hs10732 ENSG00000170748
hs10739 ENSG00000168398
hs10738 DIP:27575N ENSG00000133884
hs11493 ENSG00000080189
hs11492 ENSG00000104870 DIP:6165N
hs11491 DIP:6085N
hs21567 ENSG00000196281
hs7059 ENSG00000105176
hs7058 ENSG00000143469
hs7057 ENSG00000115216 NP_037524.1
hs11497 ENSG00000143816
hs7055 ENSG00000109911
hs7054 ENSG00000119711
hs7053 ENSG00000073861
hs7052 ENSG00000071073
hs7051 ENSG00000174945
hs7050 ENSG00000092068
hs11495 ENSG00000179041
hs21563 NP_057181.1 ENSG00000134049
hs15819 ENSG00000198660
hs15818 ENSG00000188223
hs15813 ENSG00000087302
hs15812 ENSG00000166546
hs15811 ENSG00000181092
hs15810 ENSG00000169592
hs15817 ENSG00000167755
hs15816 ENSG00000151552
hs15815 ENSG00000131019
hs15814 ENSG00000197261
hs5763 ENSG00000149050
hs5762 ENSG00000168077
hs5761 ENSG00000100926
hs5760 ENSG00000163785
hs5767 ENSG00000174482
hs5766 NP_055414.2 ENSG00000102316
hs5765 ENSG00000196872
hs5764 ENSG00000154474
hs8559 AAG22483.1
hs8558 ENSG00000100983
hs8553 ENSG00000155875
hs8552 ENSG00000105053
hs8551 ENSG00000187794
hs8550 ENSG00000168404
hs8557 ENSG00000110880
hs8556 ENSG00000142273
hs8555 ENSG00000131885
hs8554 ENSG00000137764
hs4584 ENSG00000112365
hs4585 ENSG00000160360
hs4586 ENSG00000126583
hs4587 ENSG00000168778
hs4580 ENSG00000146802
hs4581 ENSG00000136286
hs4582 ENSG00000135338
hs4583 ENSG00000167483
hs4588 ENSG00000005955
hs4589 ENSG00000138640
hs13415 ENSG00000110906
hs13414 ENSG00000157782
hs13417 ENSG00000170605
hs13416 ENSG00000106460
hs13411 ENSG00000153230
hs13410 ENSG00000148935
hs13413 ENSG00000156750 ENSG00000176115 ENSG00000181997
hs13412 ENSG00000102003
hs13419 ENSG00000155876
hs13418 ENSG00000164331
hs20620 ENSG00000171671
hs20621 ENSG00000158403
hs9608 ENSG00000166450
hs9609 ENSG00000198948
hs5189 ENSG00000169696
hs5188 ENSG00000147804
hs5183 ENSG00000186301
hs5182 ENSG00000166261
hs5181 NP_078958.1 ENSG00000104946
hs5180 ENSG00000130304
hs5187 ENSG00000197771
hs5186 Q15397
hs5185 ENSG00000109101
hs5184 ENSG00000011243 DIP:27541N
hs7930 ENSG00000196152
hs7931 ENSG00000152465
hs7932 ENSG00000179930
hs7933 ENSG00000120907
hs7934 ENSG00000186882
hs7935 ENSG00000184338
hs7936 ENSG00000166140
hs7937 ENSG00000146232
hs7938 ENSG00000158185
hs7939 ENSG00000008382
hs13822 ENSG00000179799
hs13823 ENSG00000121848
hs13828 ENSG00000176253
hs13829 ENSG00000162461
hs16676 ENSG00000134184
hs16677 ENSG00000165704
hs16674 NP_001270.1
hs16675 ENSG00000168767 DIP:129N
hs16672 ENSG00000112082
hs16673 ENSG00000170348
hs16670 ENSG00000187811
hs16671 ENSG00000187533
hs16678 ENSG00000184113
hs16679 ENSG00000123395
hs18700 ENSG00000196578
hs18701 ENSG00000138684
hs18702 ENSG00000176485
hs18703 ENSG00000101222
hs18704 ENSG00000149483
hs18705 ENSG00000184954
hs18706 ENSG00000150873
hs18707 ENSG00000179362
hs18708 ENSG00000183291
hs18709 ENSG00000133328
hs2319 ENSG00000111300
hs2318 ENSG00000145730
hs17309 ENSG00000048545
hs2312 ENSG00000104142
hs10533 ENSG00000115365
hs10532 ENSG00000117335
hs10531 ENSG00000008256
hs10530 ENSG00000116954
hs10537 ENSG00000114771
hs10536 ENSG00000104938
hs10535 ENSG00000143851
hs10534 ENSG00000138795
hs10539 ENSG00000198013 NP_116271.1
hs10538 ENSG00000077585
hs13222 ENSG00000161973
hs21160 ENSG00000121552 NP_005204.1
hs21161 ENSG00000183608
hs21162 NP_002482.1 ENSG00000119013
hs21163 NP_002977.1 DIP:5858N ENSG00000172156
hs21164 ENSG00000179676
hs21165 ENSG00000173782
hs21166 ENSG00000120306
hs21167 ENSG00000185390
hs21168 ENSG00000196800
hs21169 ENSG00000197609
hs10289 ENSG00000133149
hs10288 ENSG00000152315
hs10285 ENSG00000170122
hs10284 ENSG00000001461
hs10287 ENSG00000114786
hs10286 ENSG00000183229
hs10281 ENSG00000172269
hs10280 ENSG00000177735
hs10283 ENSG00000169951
hs10282 ENSG00000141314
hs19156 ENSG00000183470
hs19157 ENSG00000161018
hs19154 ENSG00000163882 DIP:27556N
hs19155 ENSG00000197668
hs19152 NP_062618.1
hs19153 ENSG00000131142 DIP:5883N
hs19150 ENSG00000197039
hs19151 AAH16326.1
hs19158 ENSG00000185125
hs19159 ENSG00000197689
hs21838 ENSG00000184114
hs21839 ENSG00000155258
hs21836 ENSG00000196799
hs21837 ENSG00000182625
hs21834 ENSG00000168937
hs21835 NP_612145.1 ENSG00000165389
hs21832 DIP:324N ENSG00000174021
hs21833 ENSG00000133136
hs21830 ENSG00000185265
hs21831 NP_005136.1 DIP:203N ENSG00000176533
hs18285 ENSG00000174358
hs18284 ENSG00000124802
hs18287 ENSG00000186150
hs18286 ENSG00000181713
hs18281 ENSG00000145443
hs18280 ENSG00000176396
hs18283 ENSG00000198695
hs18282 ENSG00000182093
hs18289 ENSG00000163254
hs18288 ENSG00000184303
hs376 ENSG00000116254
hs377 ENSG00000134569
hs374 ENSG00000185313
hs375 ENSG00000150275
hs372 ENSG00000107863
hs373 ENSG00000110046
hs370 NP_002464.1 ENSG00000100345
hs371 ENSG00000100207
hs378 ENSG00000092054
hs379 Q13332 ENSG00000105426
hs13169 ENSG00000170629
hs13168 NP_115664.1 ENSG00000122068
hs13165 ENSG00000198888
hs13164 ENSG00000198881
hs13167 ENSG00000168126
hs13166 ENSG00000177791
hs13161 ENSG00000136839
hs13160 ENSG00000181609
hs13163 ENSG00000178177
hs13162 ENSG00000183310 ENSG00000196539
hs4129 ENSG00000184588
hs5969 ENSG00000030582
hs5968 ENSG00000183853
hs5965 DIP:516N ENSG00000179295
hs5964 ENSG00000128683
hs5967 ENSG00000121671
hs5966 ENSG00000116017
hs5961 ENSG00000169220
hs5960 ENSG00000116783
hs5963 ENSG00000174842
hs5962 ENSG00000164608
hs8827 ENSG00000185189
hs8826 ENSG00000143740
hs8825 ENSG00000104897
hs8824 ENSG00000164049
hs8823 ENSG00000113658
hs8822 ENSG00000033011
hs17268 ENSG00000188367
hs17269 ENSG00000068615
hs17266 ENSG00000175602
hs17267 ENSG00000185321
hs17264 ENSG00000174512
hs17265 ENSG00000178717
hs17262 ENSG00000185772
hs17263 ENSG00000169908 NP_055035.1
hs8829 ENSG00000132964
hs8828 ENSG00000174374
hs20017 ENSG00000189170
hs20016 ENSG00000189363
hs20015 ENSG00000163421
hs20014 ENSG00000196709
hs20013 ENSG00000142396
hs20012 ENSG00000176732
hs20011 ENSG00000155265
hs20010 ENSG00000168547
hs4202 ENSG00000120262
hs20019 ENSG00000181413
hs20018 ENSG00000197248
hs9888 ENSG00000160392
hs9889 ENSG00000128285
hs9886 ENSG00000171097
hs9887 ENSG00000132463
hs9884 ENSG00000083454
hs9885 ENSG00000162676
hs9882 ENSG00000165807
hs9883 ENSG00000060140
hs9880 AAH08720.1 ENSG00000163703
hs9881 ENSG00000148300
hs4123 ENSG00000133835
hs6685 ENSG00000069943
hs6684 ENSG00000167513
hs6687 ENSG00000184371
hs6686 ENSG00000177614
hs6681 ENSG00000140543
hs6680 ENSG00000172288 ENSG00000172352
hs6683 ENSG00000105948
hs6682 ENSG00000178042
hs6689 ENSG00000197997
hs6688 ENSG00000175003
hs4206 ENSG00000113742
hs6539 ENSG00000075407
hs6538 ENSG00000166224
hs6537 ENSG00000160211
hs6536 ENSG00000100842 NP_005855.1
hs6535 ENSG00000160908
hs6534 ENSG00000173253
hs6533 ENSG00000102901
hs6532 ENSG00000173065
hs6531 ENSG00000127804
hs6530 ENSG00000008516
hs15138 ENSG00000152078
hs15139 ENSG00000188859
hs15134 CAB06480.1
hs15135 DIP:6185N ENSG00000112091
hs15136 ENSG00000128654
hs15137 ENSG00000187999 ENSG00000139675
hs15130 NP_077292.1 ENSG00000105617
hs15131 ENSG00000150776
hs15132 ENSG00000141371
hs15133 ENSG00000167769
hs7488 ENSG00000197601
hs7489 ENSG00000100262
hs7480 ENSG00000198754
hs7481 ENSG00000135902
hs7482 ENSG00000128059
hs7483 ENSG00000110400
hs7484 ENSG00000018869
hs7485 ENSG00000124232
hs7486 ENSG00000149054
hs7487 ENSG00000128298
hs3475 ENSG00000120322
hs3474 ENSG00000101542
hs3477 ENSG00000196792
hs3476 ENSG00000182768
hs3471 ENSG00000111206
hs3470 ENSG00000100505
hs3473 ENSG00000110851
hs3472 ENSG00000167380
hs3479 ENSG00000120324
hs3478 ENSG00000173145
hs12987 ENSG00000179922
hs4171 ENSG00000115109
hs4170 ENSG00000136830
hs4173 DIP:414N DIP:27595N ENSG00000080824 NP_005339.1
hs4172 ENSG00000124491 DIP:377N
hs4175 ENSG00000160285
hs4174 ENSG00000184368
hs8458 ENSG00000171103
hs14772 ENSG00000198104
hs8456 ENSG00000133055
hs8457 ENSG00000183108
hs8454 ENSG00000112186
hs8455 ENSG00000137513
hs8452 ENSG00000140950
hs8453 ENSG00000043591
hs8450 ENSG00000169676
hs8451 ENSG00000057704
hs4795 ENSG00000196659
hs4794 ENSG00000132405
hs4797 ENSG00000144460
hs4796 NP_002548.2 ENSG00000085465
hs4791 DIP:493N ENSG00000106290
hs4790 ENSG00000034533
hs4793 ENSG00000130023
hs4792 ENSG00000108771
hs4799 ENSG00000121957 DIP:399N
hs4798 ENSG00000115840
hs13204 ENSG00000166363
hs13205 ENSG00000153287
hs13206 ENSG00000171484
hs13207 ENSG00000000005
hs13200 ENSG00000121379
hs13201 ENSG00000172742
hs5228 ENSG00000100304
hs5229 ENSG00000181220
hs5226 ENSG00000185915
hs5227 ENSG00000122882
hs5224 ENSG00000185052
hs5225 ENSG00000181804
hs13208 ENSG00000198681
hs13209 ENSG00000177489
hs5220 DIP:6227N
hs5221 ENSG00000148384
hs2799 ENSG00000145348
hs2798 ENSG00000013364
hs2797 ENSG00000168386
hs2796 ENSG00000145375
hs2795 ENSG00000135436
hs2794 ENSG00000011566
hs2793 ENSG00000134765
hs2792 ENSG00000129351
hs2791 ENSG00000138823
hs2790 ENSG00000169246
hs9419 ENSG00000158748
hs9418 ENSG00000103080
hs9411 ENSG00000159692 DIP:24245N
hs9410 ENSG00000186998
hs9413 ENSG00000176390
hs9412 ENSG00000100764 DIP:27553N
hs9415 ENSG00000126861
hs9414 ENSG00000185917
hs9417 ENSG00000080293
hs9416 ENSG00000125813
hs2249 ENSG00000185676
hs2248 ENSG00000114487
hs2241 ENSG00000153066
hs2240 ENSG00000116584
hs2243 ENSG00000164953
hs2242 ENSG00000175029
hs2245 DIP:138N ENSG00000154928
hs2244 ENSG00000100599
hs2247 ENSG00000196313
hs2246 ENSG00000065243
hs21549 ENSG00000196312
hs6946 ENSG00000143369
hs6947 ENSG00000186049
hs6944 ENSG00000104312
hs6945 ENSG00000109667
hs6942 ENSG00000104866
hs6943 ENSG00000050767
hs6940 ENSG00000164542
hs6941 ENSG00000116996
hs6948 ENSG00000182810
hs6949 ENSG00000088888
hs3800 ENSG00000036257
hs3801 ENSG00000198280
hs21700 ENSG00000183847
hs21701 ENSG00000197974
hs21702 ENSG00000183000
hs21703 ENSG00000188441
hs21704 ENSG00000071127
hs21705 ENSG00000148671
hs21706 DIP:494N ENSG00000168243
hs21707 DIP:587N ENSG00000162188
hs21708 ENSG00000189036
hs21709 ENSG00000140209
hs22172 ENSG00000146394
hs22173 ENSG00000196824
hs22170 ENSG00000173743 ENSG00000175385
hs22171 ENSG00000158164
hs22176 ENSG00000198333
hs22177 ENSG00000187653
hs22174 ENSG00000183058
hs22175 ENSG00000196613
hs22178 ENSG00000188364
hs22179 ENSG00000188765
hs17068 ENSG00000013297
hs17069 ENSG00000150556
hs17064 ENSG00000176836
hs17065 ENSG00000166128
hs17066 ENSG00000170430
hs17067 ENSG00000156172
hs17060 DIP:1107N ENSG00000102265 NP_003245.1
hs17061 ENSG00000173511 DIP:6045N
hs17062 ENSG00000149243
hs17063 ENSG00000156427
hs21770 ENSG00000198097
hs20156 ENSG00000185849
hs20157 ENSG00000168681
hs20154 ENSG00000189263
hs20155 ENSG00000187511
hs20152 ENSG00000176833
hs20153 ENSG00000188274
hs20150 ENSG00000066379
hs20151 ENSG00000197120
hs20158 ENSG00000196326
hs20159 ENSG00000176762
hs996 ENSG00000164692
hs997 ENSG00000140798
hs994 ENSG00000116062
hs995 ENSG00000184014
hs992 ENSG00000103888
hs993 ENSG00000154310
hs990 ENSG00000151687
hs991 ENSG00000141867
hs22149 ENSG00000196930
hs998 ENSG00000015520
hs999 ENSG00000090975
hs11053 ENSG00000143418
hs16004 ENSG00000188737
hs16007 ENSG00000177769
hs16006 ENSG00000177363
hs11057 ENSG00000125753
hs11056 ENSG00000114251
hs11055 ENSG00000082556
hs16002 ENSG00000163497
hs11059 ENSG00000066697
hs11058 ENSG00000138629
hs16009 ENSG00000136048
hs16008 ENSG00000107341
hs17092 ENSG00000196364
hs22147 ENSG00000186924
hs22146 ENSG00000182176
hs21220 ENSG00000188076
hs10098 ENSG00000140368
hs10099 ENSG00000154359
hs10094 ENSG00000181786
hs10095 ENSG00000075975
hs10096 ENSG00000155666
hs10097 ENSG00000182747
hs10090 ENSG00000113391
hs10091 ENSG00000119523
hs10092 ENSG00000188848
hs10093 ENSG00000185873
hs21285 ENSG00000142669
hs21284 ENSG00000197729
hs21287 ENSG00000186667 ENSG00000196783 ENSG00000188061
hs21286 ENSG00000196895
hs21281 ENSG00000124536
hs21280 ENSG00000182707
hs21283 ENSG00000168964
hs21282 ENSG00000196489
hs21289 ENSG00000188433
hs21288 ENSG00000006075 DIP:5837N
hs17848 ENSG00000182181
hs17849 ENSG00000130066
hs17846 ENSG00000189021
hs17847 ENSG00000174913
hs17844 ENSG00000198415
hs17845 ENSG00000089220 NP_002558.1
hs17842 ENSG00000178700
hs17843 ENSG00000187922
hs17840 ENSG00000116157
hs17841 ENSG00000102643
hs1327 ENSG00000033867
hs1326 ENSG00000175073
hs1325 ENSG00000171451
hs1324 ENSG00000103512 ENSG00000185164 Q15155 ENSG00000103226
hs1323 ENSG00000156395
hs1322 ENSG00000152726
hs1321 ENSG00000067177
hs1320 ENSG00000168014
hs1329 ENSG00000140873
hs1328 ENSG00000145087
hs14573 DIP:6236N ENSG00000121858 NP_003801.1 DIP:6230N
hs14572 ENSG00000117560 DIP:2997N
hs14571 XP_351346.1
hs14570 ENSG00000163958
hs14577 ENSG00000185272
hs14576 ENSG00000128944
hs14575 ENSG00000071462
hs14574 ENSG00000117697
hs14579 ENSG00000168228
hs14578 ENSG00000186626
hs12939 ENSG00000167595
hs12938 ENSG00000065978
hs12935 ENSG00000176198
hs12934 ENSG00000168260
hs12937 ENSG00000157111
hs12936 ENSG00000171481
hs12931 ENSG00000182327
hs12930 ENSG00000181788
hs12933 ENSG00000174942
hs12932 ENSG00000120697
hs18094 ENSG00000185553
hs18095 ENSG00000127743 NP_055258.1
hs18096 ENSG00000181849
hs18097 ENSG00000178050
hs18090 ENSG00000178412
hs18091 ENSG00000198497
hs18092 ENSG00000160650
hs18093 P09466 ENSG00000122133
hs18098 ENSG00000196680
hs18099 ENSG00000196435 ENSG00000188071
hs9257 DIP:444N
hs9256 ENSG00000114126 DIP:294N
hs9255 XP_290792.3
hs9254 ENSG00000172478
hs9253 ENSG00000166170
hs9252 ENSG00000178084
hs9251 ENSG00000181210
hs9250 ENSG00000152977
hs9259 ENSG00000166526
hs9258 ENSG00000175463
hs12069 ENSG00000100938
hs12068 ENSG00000179988
hs12063 ENSG00000163606
hs12062 ENSG00000143257
hs12061 ENSG00000078808
hs12060 ENSG00000142544
hs12067 ENSG00000117308
hs12066 ENSG00000128617
hs12065 ENSG00000163914
hs12064 NP_079507.1 ENSG00000196812
hs16056 CAA29622.1
hs11005 ENSG00000165619
hs16054 ENSG00000127324
hs11007 ENSG00000105726
hs29 ENSG00000168702
hs28 ENSG00000039139
hs25 ENSG00000081479
hs24 ENSG00000178209
hs27 DIP:28142N ENSG00000005810
hs26 ENSG00000197102
hs21 ENSG00000103657
hs20 ENSG00000198838
hs23 ENSG00000115760
hs11001 ENSG00000152661
hs11002 ENSG00000179750
hs11003 ENSG00000096141
hs2007 ENSG00000133704
hs2006 ENSG00000132357
hs2005 ENSG00000145242
hs2004 ENSG00000107959
hs2003 NP_005772.2 ENSG00000061938
hs2002 DIP:5942N DIP:5941N DIP:5794N
hs2001 ENSG00000182272
hs2000 ENSG00000138642
hs2009 DIP:17041N ENSG00000127946
hs2008 ENSG00000115232
hs9925 ENSG00000170941
hs9924 ENSG00000173227
hs9927 ENSG00000109046
hs9926 ENSG00000173671
hs9921 ENSG00000100227
hs9920 NP_659462.1 ENSG00000155085
hs9923 ENSG00000187054
hs9922 ENSG00000184777
hs9929 ENSG00000135269
hs9928 ENSG00000147862
hs7569 ENSG00000132000
hs7568 ENSG00000117036
hs7567 ENSG00000140995
hs7566 ENSG00000003137
hs7565 ENSG00000169989
hs7564 ENSG00000184254
hs7563 ENSG00000173780
hs7562 DIP:1056N ENSG00000147507
hs7561 ENSG00000186918
hs7560 ENSG00000112299
hs11596 ENSG00000173212
hs2915 ENSG00000138399
hs2914 ENSG00000141449
hs2917 ENSG00000111452
hs2916 ENSG00000151718
hs2911 ENSG00000187878
hs2910 ENSG00000133612
hs2913 ENSG00000149016
hs2912 ENSG00000159625
hs2919 ENSG00000198289
hs2918 ENSG00000164100
hs11594 ENSG00000177464
hs15309 ENSG00000196593
hs15308 ENSG00000180332
hs15303 ENSG00000067533
hs15302 ENSG00000131779
hs15301 ENSG00000156035
hs15300 ENSG00000198641
hs15307 ENSG00000053501
hs15306 ENSG00000184560
hs15305 ENSG00000179796
hs15304 ENSG00000155011
hs11593 ENSG00000154732
hs13359 ENSG00000100379
hs8649 ENSG00000186334
hs8648 ENSG00000175514
hs8647 ENSG00000175598
hs8646 ENSG00000140807
hs8645 ENSG00000169297
hs8644 ENSG00000117174
hs8643 ENSG00000082014
hs8642 ENSG00000130812
hs8641 ENSG00000169905
hs8640 ENSG00000164893
hs5079 ENSG00000173064
hs5078 DIP:6022N ENSG00000109758
hs5077 ENSG00000180922
hs5076 ENSG00000159403
hs5075 ENSG00000177000
hs5074 ENSG00000168096
hs5073 ENSG00000182944
hs5072 ENSG00000079134
hs5071 ENSG00000154832
hs5070 ENSG00000198306 ENSG00000197284 ENSG00000197848
hs17724 ENSG00000165445
hs529 ENSG00000086015
hs528 ENSG00000171735
hs527 ENSG00000079308
hs526 ENSG00000112112
hs525 ENSG00000104885
hs524 ENSG00000134909
hs523 ENSG00000102452
hs522 ENSG00000173575
hs521 ENSG00000095319
hs520 ENSG00000078687
hs19879 ENSG00000174749
hs19878 ENSG00000184865
hs19875 ENSG00000110665
hs19874 ENSG00000145384
hs19877 ENSG00000185478
hs19876 ENSG00000198285
hs19871 ENSG00000175652
hs19870 ENSG00000167960
hs19873 ENSG00000174104
hs19872 ENSG00000197416
hs12269 ENSG00000116455
hs12268 ENSG00000133195
hs12261 ENSG00000136485 DIP:27564N
hs12260 NP_112578.1
hs12263 ENSG00000143891
hs12262 ENSG00000174709
hs12265 ENSG00000008125 ENSG00000189409
hs12264 ENSG00000180549
hs12267 ENSG00000128709
hs12266 ENSG00000180818
hs22037 ENSG00000198330
hs22036 ENSG00000127540
hs22035 ENSG00000198244
hs22034 ENSG00000197466
hs22033 ENSG00000171284
hs22032 ENSG00000198501
hs22031 ENSG00000165242
hs22030 ENSG00000178449
hs22039 ENSG00000182997
hs22038 ENSG00000198346
hs5103 NP_005338.1 ENSG00000044574
hs5102 ENSG00000185215
hs5101 ENSG00000122335
hs5100 ENSG00000151092
hs5107 NP_060529.1
hs5106 ENSG00000063176
hs5105 ENSG00000150526
hs5104 ENSG00000148482
hs11798 ENSG00000179604
hs11799 ENSG00000187486
hs11790 ENSG00000188268 ENSG00000121797
hs11791 ENSG00000110080
hs11792 ENSG00000115526
hs11793 ENSG00000121966
hs11794 ENSG00000169223
hs11795 ENSG00000104825
hs11796 ENSG00000113597
hs11797 ENSG00000173917
hs17565 ENSG00000177875
hs17564 ENSG00000175604
hs17567 ENSG00000160075
hs17566 ENSG00000106992
hs6018 ENSG00000171793
hs6019 ENSG00000094880
hs17563 ENSG00000170439
hs17562 ENSG00000187933 ENSG00000187717
hs6014 ENSG00000163694
hs6015 ENSG00000164330
hs6016 ENSG00000165661
hs6017 ENSG00000005206
hs6010 ENSG00000188763
hs6011 ENSG00000153237
hs6012 ENSG00000154380
hs6013 ENSG00000171567
hs16214 ENSG00000146707
hs16215 ENSG00000179407
hs16216 ENSG00000186106
hs16217 ENSG00000174074
hs16210 ENSG00000128165
hs16211 ENSG00000126860
hs11244 ENSG00000105717
hs16213 ENSG00000186787
hs7765 ENSG00000100324 DIP:27524N
hs7764 CAD39045.1
hs7767 ENSG00000176399
hs7766 ENSG00000162599
hs16218 ENSG00000146143
hs3221 ENSG00000077454
hs3222 ENSG00000032742
hs3223 ENSG00000183421
hs19099 NP_002659.1 ENSG00000102007
hs19098 ENSG00000136697
hs19097 ENSG00000181599
hs6159 ENSG00000170017
hs19095 ENSG00000179774
hs19094 ENSG00000160411
hs19093 ENSG00000189133
hs19092 ENSG00000197670
hs19091 ENSG00000197427
hs6158 ENSG00000173421
hs12678 ENSG00000124613
hs6156 ENSG00000100890
hs10111 ENSG00000146267
hs10110 ENSG00000185896
hs10113 ENSG00000174684
hs10112 ENSG00000151498
hs10115 ENSG00000148156
hs10114 ENSG00000132911
hs10117 ENSG00000133275
hs10116 ENSG00000101882 AAH32442.1
hs10119 ENSG00000175354
hs10118 ENSG00000123977
hs18328 ENSG00000187615 NP_004474.1 ENSG00000140905
hs18329 ENSG00000187556
hs18326 ENSG00000160202
hs18327 ENSG00000198233
hs18324 ENSG00000180958
hs18325 ENSG00000007255
hs18322 ENSG00000197864
hs18323 ENSG00000168701
hs18320 ENSG00000196460
hs18321 ENSG00000188847
hs15549 ENSG00000137345
hs15548 ENSG00000166408
hs15541 ENSG00000170956
hs15540 ENSG00000115946 NP_064528.1
hs15543 ENSG00000100121
hs15542 ENSG00000170370
hs15545 ENSG00000182717
hs15544 ENSG00000132563
hs15547 ENSG00000100122
hs15546 ENSG00000183099 ENSG00000183038
hs15893 ENSG00000163526
hs15892 ENSG00000158901
hs15891 ENSG00000160050
hs15890 ENSG00000180846
hs15897 ENSG00000100208
hs15896 ENSG00000197025
hs15895 ENSG00000075790
hs15894 ENSG00000171147
hs15899 ENSG00000188165
hs15898 ENSG00000153779
hs21094 ENSG00000108688 DIP:5847N
hs21095 ENSG00000108700 DIP:5871N
hs21096 ENSG00000174788
hs21097 ENSG00000197438
hs21090 ENSG00000175086
hs21091 ENSG00000198465
hs21092 ENSG00000169429 DIP:3778N
hs21093 ENSG00000108691 DIP:5838N
hs21098 NP_061933.1 ENSG00000169509
hs21099 ENSG00000198436
hs13499 ENSG00000186661
hs13498 ENSG00000189006
hs13495 ENSG00000175564
hs13494 ENSG00000197454
hs13497 ENSG00000007376
hs13496 ENSG00000168124
hs13491 ENSG00000180974
hs13490 ENSG00000162191
hs13493 ENSG00000168828
hs13492 ENSG00000196071
hs1488 ENSG00000152684
hs1489 ENSG00000188177
hs1482 ENSG00000130518
hs1483 ENSG00000159363
hs1480 ENSG00000068097
hs1481 ENSG00000101544
hs1486 ENSG00000075826
hs1487 ENSG00000052126
hs1484 ENSG00000090863 DIP:27582N
hs1485 NP_002199.2 ENSG00000083457
hs1154 ENSG00000162804
hs1155 ENSG00000104447
hs1156 ENSG00000119685
hs1157 ENSG00000085563
hs1150 ENSG00000127980
hs1151 ENSG00000181827
hs1152 ENSG00000165733
hs1153 ENSG00000167676
hs1158 AAF23609.1
hs1159 ENSG00000069712
hs4508 ENSG00000141497
hs4509 ENSG00000168468
hs4504 DIP:322N
hs4505 ENSG00000197948
hs4506 ENSG00000111713
hs4507 ENSG00000131069
hs4500 ENSG00000162437
hs4501 ENSG00000136536
