ce6621 T07D1.2
ce821 R09A1.1
ce17309 C45G7.1
ce820 F19F10.11
ce2832 C13E3.1
ce13797 T05B4.11
ce5852 Y39G10AR.21
ce13795 C10A4.8
ce13794 Y17D7B.2
ce13793 F37C4.4
ce13792 T22E5.6
ce13791 Y54G2A.5
ce5853 T28H11.8
ce6562 T28F2.8
ce5850 ZK524.1
ce13799 F14D2.13
ce13798 T11F9.7
ce5851 Y43F8B.13
ce9144 Y51H1A.7
ce3315 DIP:24876N
ce5584 EEED8.6 DIP:26727N
ce14585 F53C3.4
ce2283 ZC581.3
ce11481 ZK550.6
ce562 F42E11.1
ce11483 C01F1.2
ce560 K02A2.6
ce11485 DIP:24294N
ce829 JC8.10
ce16459 F43G6.3
ce563 DIP:27114N F35E2.9
ce11489 F35F10.1
ce16456 F22E5.2
ce16455 Y43F4A.3
ce828 Y76B12C.2
ce16453 ZK520.5
ce16452 F33E2.4
ce16451 C06B8.11
ce16450 Y69E1A.5
ce5128 B0213.12
ce5129 B0213.14
ce16532 F52E1.9
ce87 Y18D10A.13
ce5122 K07C6.2
ce5123 Y69F12A.2
ce5120 F59E12.6
ce5121 B0213.15
ce5126 K01C8.1
ce5127 B0213.10
ce5124 M110.1
ce5125 F07G11.4
ce13421 T23F4.1
ce13420 C05C8.3
ce18303 C45G3.4
ce13422 DIP:24652N Y54E2A.3
ce13425 DIP:26011N W04G5.8
ce18304 F22A3.5
ce18307 F20A1.10
ce13426 DIP:26734N C04C11.1
ce12822 F47G4.5
ce13428 ZK285.1
ce12820 F39H2.3
ce565 F52G2.2
ce12826 Y54G2A.6
ce12827 B0238.3
ce12824 F10C1.5
ce12825 F36G9.7
ce18311 C03G6.18
ce19308 ZK512.4
ce19309 Y26D4A.12
ce19306 F36A4.5
ce19307 F15D3.5
ce19304 ZC334.10
ce19305 Y49F6B.6
ce19302 ZK262.4
ce19303 ZC449.4
ce19300 Y44A6D.2
ce19301 K07C5.9
ce11159 W10G11.11
ce11158 T05C12.8
ce6567 T06H11.4
ce11153 C48E7.3
ce11152 Y82E9BL.17
ce11151 T12C9.5
ce11150 W06F12.3
ce11157 T24C4.5
ce11156 B0511.1
ce11155 Y102A5C.25
ce11154 W06G6.3
ce11357 F25G6.5
ce19006 F18E3.11
ce15564 T22F3.4 DIP:25364N
ce567 T21E8.2
ce16518 C16C4.3
ce18956 T26G10.3
ce17155 F25A2.1
ce3311 C01B10.10
ce1719 ZC132.4
ce1718 F53H4.6
ce1249 F02G3.1
ce1248 F55D10.1
ce1715 Y76B12C.1
ce1714 M03C11.3
ce1245 F41H10.6
ce564 C34G6.4
ce1711 DIP:25764N C36C9.1
ce1710 DIP:25262N
ce1241 F53H4.1
ce1712 F56D6.1
ce8485 F20D6.8
ce3310 DIP:27096N T05H4.14
ce5633 C17H11.1
ce18005 Y82E9BR.15 DIP:26192N
ce6112 F57H12.4
ce2935 DIP:24644N
ce16533 H12D21.5
ce6489 F36H1.4
ce7282 C09E7.2
ce10846 B0454.2
ce3807 F47D12.7
ce13406 T05E12.3
ce6069 T20G5.4
ce19167 F56E10.4
ce17418 K08H2.7
ce17419 F02E8.3
ce15487 F16G10.4
ce15486 T23G11.10
ce5819 C13C4.6
ce15480 H28G03.3
ce12466 C53B4.5 DIP:27101N
ce15482 F47B3.5
ce17410 F28H1.2
ce17411 T09B4.4
ce17412 C33G8.3
ce17413 K09B11.4
ce17414 M195.4
ce15488 T20D4.11
ce17416 T19C3.9
ce17417 K08H2.4
ce13883 DIP:25007N Y71A12B.1
ce13882 DIP:24911N F23H11.9
ce13101 C30E1.2
ce13880 DIP:24714N F46E10.9
ce13887 F11F1.5
ce13886 ZK1127.12 DIP:26280N
ce13885 DIP:25887N D2013.10
ce13884 Y55F3AM.10 DIP:25611N
ce13889 F16B4.6
ce13888 F45E12.1
ce6762 Y59H11AL.1
ce14680 F10D11.1
ce15565 DIP:25429N
ce14682 F58E10.2
ce14683 T05A10.4
ce14684 Y94H6A.6
ce14685 H18N23.1
ce14686 C13C4.7
ce14687 C56A3.4
ce6111 ZC449.1
ce14689 Y50E8A.11
ce13265 F18A1.7
ce12219 C32B5.15
ce12218 ZK177.2
ce12215 Y62H9A.11
ce12214 T23B12.7
ce12217 Y102A11A.1
ce12216 Y75B12B.1
ce12211 T24E12.8
ce12210 F17C8.7
ce12213 K01C8.7
ce12212 Y39A1A.11
ce7717 K11D2.2 DIP:26864N
ce7716 W08D2.1 DIP:26524N
ce7715 DIP:26456N R13F6.9
ce7714 DIP:26058N C30H7.2
ce7713 DIP:26006N ZC513.6
ce7712 DIP:25218N K06H7.4
ce7711 F21F8.3 DIP:24562N
ce7710 F26G5.10
ce14263 C54E4.2
ce8008 DIP:25970N
ce8009 DIP:26903N C08E3.9
ce4835 F32A11.2
ce7719 DIP:27106N
ce7718 DIP:26874N T28A8.1
ce17516 F18C5.9
ce11926 F13H8.6 DIP:25423N
ce17511 K12G11.6
ce8483 R193.3
ce17510 ZC239.3 F22E5.12
ce9715 T20C4.1
ce9714 ZK218.6
ce9717 C11E4.7
ce9716 T09B4.7
ce9711 C04F5.5
ce17513 Y38H8A.7
ce9713 F49C5.6
ce9712 C18A3.4
ce12299 R10E8.8
ce17512 C32H11.7
ce9719 F38E1.2
ce9718 E03H12.6
ce14605 K11D12.5
ce11927 DIP:25757N F23H12.4
ce11409 F10E9.10
ce18947 Y48B6A.2 DIP:27124N
ce18946 DIP:25461N K12C11.2
ce18945 T05G5.12
ce18944 F40A3.4
ce18943 Y52B11B.1
ce18942 C33H5.13
ce18941 T01C1.4
ce11490 B0495.1
ce17519 F22A3.6
ce18949 C17C3.4
ce18948 DIP:27196N
ce11924 Y49F6C.3 DIP:24580N
ce13122 Y69A2AR.7
ce10726 H12I13.2
ce6117 M176.10
ce10882 F53C3.7
ce14266 C33C12.9
ce10883 C50E3.7
ce10880 Y45G12C.9 C13B7.4
ce8607 T05B4.5
ce10881 F37C12.1
ce15178 F59H6.12
ce16287 F35H10.6
ce10886 F36G9.6
ce10887 Y67D8C.4
ce14267 F08F8.8
ce5104 F53F4.14
ce16285 C28H8.8
ce13168 ZK1058.5
ce13169 T24D5.3
ce5546 F20B4.3
ce16478 F10E9.5
ce13164 W04C9.5
ce13165 Y92H12BL.4
ce13166 C15B12.2
ce4027 C16B8.1
ce13160 D1046.3
ce10156 Y73B6BL.40
ce13162 C27F2.5
ce13163 Y17G7B.12
ce2721 Y18D10A.6
ce2720 K08E3.1
ce2723 C53A5.13
ce2722 T04A8.7
ce2725 M01A10.1
ce2724 DIP:24386N
ce2727 C44H4.3
ce2726 T23B5.1
ce2729 DIP:25228N Y55B1BR.3
ce2728 C36A4.9
ce2899 C17D12.6
ce2898 C15H9.6
ce4458 F14B8.5
ce5711 DIP:27200N W03G1.5
ce5710 ZK1248.15 DIP:26440N
ce5713 Y53F4B.10
ce5712 F56D2.1 DIP:27219N
ce5715 F02H6.5
ce10152 F37B4.6
ce5717 F55C12.1
ce5716 F14D2.7
ce5719 E02H9.3
ce13573 Y32B12C.1
ce561 ZK455.7
ce4988 R11A8.3
ce8181 C25B8.3 DIP:25139N
ce11923 T22D1.2
ce3410 C24H12.5 DIP:26322N
ce3411 F58D5.1 DIP:25792N
ce3412 DIP:25860N
ce3413 DIP:26092N Y54G2A.26
ce3414 F26G5.1
ce3415 C04F6.4
ce3416 F26F2.6
ce3417 ZK287.2
ce3418 F55A12.3
ce3419 C12D8.1
ce9847 R12C12.2
ce9846 R12C12.3
ce9841 F19B10.8
ce4457 C50E3.11
ce9843 F08D12.9
ce9842 C45B2.5
ce18122 Y73B6BL.13
ce15309 F07C4.6
ce6017 Y37D8A.22
ce2876 F58H7.7
ce4983 ZK682.2
ce11920 ZC204.7
ce18645 C54G6.5
ce5109 W03C9.6
ce11176 T10G3.1
ce2099 ZK945.3
ce2098 Y48E1C.1
ce4981 C04F5.7
ce2093 B0244.2
ce2092 Y47G6A.6
ce2091 C25F6.4
ce4980 T09E11.8
ce2097 ZK20.6
ce2096 T04F8.6
ce2095 Y22D7AR.7
ce2094 Y56A3A.30
ce19140 C30G4.5
ce5829 M04G12.2
ce5828 F18G5.2
ce5827 B0395.2
ce5826 F43E2.1
ce5825 F39G3.2
ce5824 C13A2.1
ce5823 R03E1.3
ce5822 F33A8.4
ce5821 C05C8.7
ce5820 Y46C8AL.4
ce818 R07E4.1
ce819 F23B2.11
ce812 F12F6.6
ce813 W09G3.6
ce810 F14B4.3
ce811 Y75B7AL.4
ce816 M03A1.1
ce817 ZK970.6
ce814 C06C3.1
ce815 C02E11.1
ce6596 ZK550.4 DIP:24721N
ce6597 F49E8.1
ce6594 F37C12.13
ce6595 C43G2.1
ce6592 T12A2.8
ce6593 Y73F8A.2
ce6590 T13C5.2
ce6591 C03G6.14
ce18647 T05A8.3 DIP:27307N
ce13026 F18A12.2
ce14315 Y116F11B.13
ce6598 Y37F4.6
ce6599 Y52E8A.4
ce8262 B0361.5
ce6636 F14H3.7
ce6635 B0507.3
ce14319 F28D1.3
ce17613 Y41E3.6
ce14290 F35B12.8
ce3353 W03G9.1
ce6632 Y71F9AL.1
ce10147 Y49E10.18
ce10146 F36H12.3
ce10145 Y45G12A.1
ce10144 R03H4.2
ce10143 T17A3.4
ce10142 Y94A7B.6
ce10141 F49E12.5
ce10140 F53F1.9
ce4446 F29G9.2 DIP:27358N
ce4447 F35F11.1
ce4444 DIP:25693N F28C6.2
ce4445 T27F2.1 DIP:26404N
ce15319 DIP:25324N F57B10.5
ce15318 DIP:24431N T05F1.4
ce10149 Y73B6BL.41
ce10148 ZK262.10
ce19153 T22B2.7
ce14304 T26C11.1
ce14307 F48B9.5
ce6623 F23C8.11
ce19157 R06C1.4
ce18649 Y116F11A.6
ce14303 ZC262.2
ce19154 C35B1.7
ce6628 F36G9.3
ce6629 T19F4.1
ce19159 ZK84.3
ce19158 C34C6.8
ce14309 T13F2.4
ce14308 6R55.1
ce13743 W06D4.2
ce18368 D1054.7
ce3270 T12A7.1
ce18272 F52D2.8
ce3351 C28C12.9
ce17649 W02D7.8
ce17648 T13F3.4
ce17645 C33E10.10 DIP:26314N
ce17644 C34B2.2 DIP:25976N
ce11749 F01D5.8
ce17646 W02D3.5 DIP:27012N
ce17641 C34D4.11
ce17640 F11E6.10
ce17643 DIP:25455N R09H10.3
ce17642 F35G12.9 DIP:24995N
ce4198 T02H6.1
ce4199 R07B7.12
ce4668 M117.1
ce4669 F55C9.7
ce8820 F08C6.2
ce8821 F08A8.6
ce8822 F43C9.4
ce13442 F56F4.6
ce4190 DIP:25589N M04G7.2
ce4191 F25C8.4
ce4192 ZC482.1
ce4193 ZC482.4
ce4194 T25D3.4
ce4195 Y24D9B.1
ce4196 D2030.8
ce4197 Y102A5C.4
ce1012 B0379.3
ce1013 DIP:24537N F56C9.10
ce1010 F26F4.7
ce1011 C16C10.3
ce1016 F55A3.3
ce1017 Y69A2AR.10
ce1014 T17H7.4
ce1015 F20D12.1
ce13447 F54F3.4
ce1018 T22B11.5
ce1019 C04G2.6
ce16121 DIP:25615N ZK1098.5
ce18494 F08B4.4
ce18159 C52E4.2
ce16120 C04E12.6 DIP:25333N
ce19702 Y7A9A.2
ce16127 Y57G11C.41
ce13444 Y73B6BL.21
ce3272 DIP:25569N C33G3.6
ce18274 F46C5.10
ce16126 C02B8.2
ce11655 C01F1.5
ce1876 F33H1.1
ce4186 K04E7.3
ce9187 ZK262.2
ce19412 C11D2.1
ce16124 T08H10.4
ce4185 W02A2.5
ce8408 ZK20.3 DIP:25917N
ce17002 T11B7.5
ce5540 C52E4.6
ce19703 R08C7.1
ce11171 C44B12.8
ce18277 C03G5.7
ce11928 C18E9.6 DIP:25856N
ce12303 K02G10.7
ce11170 C29F9.10
ce16664 F11A5.13 DIP:27436N
ce16665 F01D5.5
ce16666 F58A4.6
ce16667 C27F2.6
ce16660 DIP:25958N B0024.12
ce16661 F46G10.1 DIP:26144N
ce16662 DIP:26228N
ce16663 DIP:26259N JC8.3
ce4180 R02C2.4
ce16668 Y39A3CR.8
ce16669 Y44A6B.4
ce3945 T23D8.1
ce13366 DIP:26088N
ce19361 C15C8.7
ce3274 W04D2.4
ce3942 F53H8.3
ce7616 Y54G11A.8
ce16789 Y60A9.2
ce3231 F10F2.7
ce8121 Y116F11B.2
ce16788 Y35H6.1
ce19410 F18A11.3
ce8120 C26E6.6
ce8253 T05H10.8
ce6228 F56D5.3
ce3941 F47H4.9
ce8123 R08F11.5
ce11178 ZK616.9
ce17255 W06D11.5
ce7611 H02I12.3
ce4189 DIP:25409N F08F8.2
ce13948 DIP:27153N
ce13949 C01C4.2
ce13946 DIP:26709N F17B5.5
ce15618 ZK856.8
ce13944 DIP:26110N C03C10.4
ce19367 DIP:26522N
ce13942 F53G12.10 DIP:25881N
ce13943 DIP:26068N
ce13940 DIP:25277N Y57G7A.5
ce15619 T22C1.9
ce8833 C03F11.2
ce19411 F09E8.8
ce8127 T04D1.2
ce15038 F59A1.8
ce8252 T08H4.3
ce6229 F57B9.5
ce17096 R151.9 DIP:25712N
ce10350 F47D2.4
ce8559 T19B10.6
ce15614 E03H12.4
ce8830 T08G3.10
ce3948 Y22D7AL.5
ce9278 W06H8.4
ce15615 D2007.2
ce9276 F15H9.2
ce9277 F37C12.16 F37C12.15
ce9274 K12G11.4
ce3949 K04F10.2
ce9272 C06B8.9
ce7618 T06D8.3
ce9270 C56A3.7
ce8836 F35B12.10
ce2545 Y39G8B.5
ce15617 C09G9.3
ce15039 C16H3.1
ce7368 W07G4.6
ce7369 C38D9.7
ce7366 F20D1.8
ce7367 K04A8.10
ce7364 F13H6.4
ce7365 K05F1.1
ce7362 Y38F1A.5
ce7363 K09F6.8
ce7360 Y106G6H.6
ce7361 B0302.6
ce11953 C45H4.16
ce11952 F58G6.2
ce11951 Y41C4A.12
ce11950 C38C10.3
ce11957 K07C5.2
ce11956 K07C6.7
ce11955 F36H5.4
ce11954 C53D5.4
ce1908 W06A11.2
ce1909 DIP:27225N C49H3.5
ce11959 F09F3.4
ce11958 ZK1025.2 ZK1025.8
ce8839 R01H10.6 DIP:25246N
ce6041 C37H5.6
ce8250 W02D3.3
ce10273 T23B3.6
ce2543 B0545.1
ce5541 DIP:25162N ZK1128.2
ce2542 DIP:27449N T08E11.4
ce2200 K12G11.1
ce629 R13H4.1
ce628 C05C9.3
ce9018 C32C4.3
ce9019 F35H12.5
ce12306 ZK757.2
ce5062 Y110A7A.3
ce621 C04A11.3
ce620 F15E6.6
ce623 F37D6.1
ce622 DIP:26190N F59F3.1
ce625 F54F2.1
ce624 C33F10.5
ce627 T21E8.1 DIP:24910N
ce626 F43D9.1
ce8639 C17E7.5
ce8257 Y48B6A.13
ce7508 T01H10.2
ce7509 Y73C8C.10
ce14414 DIP:26024N F37H8.3
ce1000 Y70C5A.2
ce8631 Y62H9A.1
ce8630 C05E4.12
ce8633 T06D4.2
ce8632 T03E6.3
ce8635 F35A5.8
ce8634 F20D6.4
ce8637 Y54G2A.28
ce8636 F39G3.8
ce3358 ZC328.3
ce12305 T25E12.12
ce1002 ZK856.13
ce3821 Y25C1A.1
ce9919 H31G24.4
ce4676 C52B9.6
ce18336 K10C2.6
ce8256 K04D7.6
ce6225 C29E6.5
ce10693 T21F4.1
ce1006 F44D12.1 DIP:26684N
ce3548 C08F1.8
ce388 T10H9.2
ce3549 Y32H12A.7
ce7884 T12C9.6
ce13326 B0432.1
ce18337 C24A1.1
ce7841 DIP:24763N F37A4.6
ce8255 R11D1.5
ce6226 T19C3.8
ce17093 F09E5.16
ce16897 DIP:26180N Y38H6C.8
ce16896 T05H10.3 DIP:25782N
ce16895 F43D9.4
ce16894 F58D5.5
ce16893 ZK637.13
ce16892 K01A2.8
ce16891 F49F1.5
ce16890 F43C9.2
ce10098 H28G03.1
ce16899 M01H9.1
ce16898 ZK285.2
ce3542 DIP:24519N
ce7439 Y67H2A.8
ce7883 T18H9.6
ce6368 Y55F3BR.4
ce18330 C50B8.1
ce6365 F49C12.7
ce6364 C37H5.3
ce6367 Y41C4A.1
ce6366 C54C6.2
ce6361 R12H7.2
ce6360 H40L08.1
ce6363 T11F9.1
ce6362 ZK455.3
ce10691 Y70C5C.4
ce13331 T01A4.2 DIP:25144N
ce3627 T09D3.3
ce3626 C16C8.16
ce3625 C31C9.4
ce3624 H12I13.1
ce3623 F09E10.8
ce3622 R151.5
ce3621 DIP:26520N F29C12.1
ce3620 C25F9.4 DIP:25826N
ce15037 Y60A3A.9
ce6220 F31D4.2
ce7430 F41E7.3 DIP:25187N
ce3629 M03F4.3
ce3628 Y37A1B.2
ce10448 F36D3.6
ce10449 F33H2.8
ce10338 C04G2.10
ce10339 C14A11.7
ce10442 F57E7.3
ce10443 T11A5.3
ce10440 DIP:26071N F40D4.2
ce10441 R08C7.13 DIP:26373N
ce10446 T20D4.2
ce10447 T20D4.1
ce10332 F22G12.3
ce7437 F22G12.2
ce6109 Y59C2A.1
ce6108 W09C2.1
ce14538 R04D3.4
ce14539 F54A3.2
ce7434 R11D1.7
ce15030 F40A3.1
ce14532 T27E7.1
ce6100 F52E4.6 DIP:24864N
ce6103 H13N06.2
ce14531 C41G6.13 Y75B12B.8
ce6105 Y38E10A.4
ce14537 B0403.6
ce6107 Y47D3A.1
ce6106 Y50D4C.1
ce12798 DIP:27215N F57B10.12
ce12799 T06D8.6
ce12794 F58F6.1
ce12795 DIP:250N T07C4.8
ce12796 T10B11.5 DIP:26754N
ce12797 DIP:26868N R01E6.3
ce12790 F33D11.3
ce12791 Y116A8C.11
ce12792 T28C6.1
ce12793 C17G1.5
ce3331 Y105C5B.11
ce18333 K08C9.7
ce6222 C47B2.3
ce16281 Y105C5B.18
ce508 F26C11.3
ce2288 AC8.1
ce2289 T08D10.2
ce2286 C41G11.3
ce2287 R05D3.2
ce2284 R11E3.8
ce2285 Y105C5A.15
ce2282 C44H4.2
ce4931 F43G6.11
ce3330 C47D12.7
ce2281 ZK228.1
ce2326 R151.8
ce12424 F45C12.11 DIP:25632N
ce19141 DIP:25502N C18C4.6
ce16479 F43C1.6
ce17098 Y22D7AL.15
ce6063 M151.5
ce15006 F55G7.3
ce1004 T22B3.2
ce3333 F46F3.2
ce19142 B0496.7 DIP:25531N
ce17099 Y57G7A.11
ce18149 Y40B1A.2
ce18148 F09E10.6
ce18147 K08H10.3
ce18146 B0513.4
ce18145 F13D2.4
ce18144 ZC334.2
ce18143 T21D9.2
ce18142 C55A1.11
ce18141 B0205.8
ce18140 K12B6.6
ce18864 F55F1.1
ce19620 C03B8.2
ce18865 K10C2.7
ce3332 F36A2.4
ce11072 F40F4.1
ce13346 F26D11.5
ce19143 Y54G11A.11 DIP:27150N
ce11319 F15E11.3
ce11318 F07E5.2
ce5106 C47B2.7
ce13347 Y56A3A.22
ce5100 F57C7.5
ce5101 T09H2.1
ce5102 T05C12.2
ce5451 T25B9.9
ce16471 ZC53.2
ce13340 ZK1010.4
ce11313 C05B5.4
ce16472 ZK652.8
ce16475 ZK795.2
ce16474 ZK813.4
ce5458 B0391.6
ce462 DIP:26692N
ce19623 F28B4.1
ce18862 E02A10.4
ce18863 T08D2.4
ce4851 DIP:27315N
ce18498 F45F2.2
ce18369 F20A1.1
ce13448 B0457.4
ce4855 C29H12.1
ce4854 T04H1.7
ce4857 H03A11.1
ce4856 F53G12.6
ce13443 T04F3.2
ce18362 C09H5.1
ce13441 CD4.6
ce13440 F21C10.3
ce18495 K11H12.1
ce13446 EEED8.8
ce18497 E02H9.9
ce18364 D1079.1
ce19368 Y38E10A.25
ce19369 C45B2.8
ce16781 DIP:27049N F54C1.7
ce16780 F59B1.2 DIP:26317N
ce16787 F45D3.1
ce16786 F01F1.2
ce16785 B0546.4
ce18338 ZK353.5
ce19360 R12E2.6
ce13348 C48B6.9
ce19362 C50H2.12 C50H2.10
ce19363 T19C4.7
ce19364 T08A9.10
ce19365 T15B7.6
ce19366 DIP:24464N F09F7.8
ce8696 DIP:25630N K06B4.11
ce505 H02I12.1
ce2871 Y19D10A.10
ce6172 C49C8.5
ce18339 C34D1.2
ce4369 K01C8.10
ce19146 H04M03.2
ce15056 Y53F4B.35
ce6173 K03B8.1
ce6060 Y116A8A.6
ce1840 F53A10.2
ce4497 Y25C1A.4
ce1229 C45B2.7
ce1228 C32F10.2
ce16505 F49H6.13
ce4368 Y75B8A.13
ce11558 F58F9.1
ce17789 C03B1.6
ce1221 W06B4.3
ce1220 DIP:26933N F44B9.6
ce1223 T07A9.6
ce1222 C06E1.4
ce1225 F30H5.1
ce1224 DIP:24762N K07A12.2
ce1227 F17E5.1
ce1226 C53C11.3
ce18407 F55C12.7
ce6174 Y22D7AL.4
ce16652 B0285.3
ce11579 Y57A10C.7
ce8201 R05C11.2
ce15232 R12E2.13
ce4275 F22D6.3
ce4274 ZK380.1
ce4277 F57C2.6
ce4276 B0365.6
ce4271 DIP:26375N
ce4270 B0238.1 DIP:24532N
ce4273 F59B1.9
ce4272 C52A10.1
ce17780 F10E9.7
ce10962 R90.5
ce17782 Y73B3A.11
ce17783 Y6B3B.7
ce4279 ZC482.2
ce4278 F47D12.9
ce17786 W05H7.1
ce17787 K07A12.3
ce6175 F39C12.3
ce63 C44E4.1
ce10333 F08D12.8
ce16658 DIP:24920N T04F8.8
ce15233 R05F9.5
ce9928 C04G2.9
ce3338 ZK455.4
ce2452 C07E3.2
ce5602 Y60A3A.12
ce10965 T01D3.2
ce501 W05F2.7
ce1500 Y69H2.11
ce17785 ZC317.2
ce12152 C02A12.5
ce17433 H20J04.5 DIP:26750N
ce17430 F34H10.1
ce17431 E02C12.11 DIP:25204N
ce12156 C18A11.3
ce12157 C33H5.8
ce12154 F40D4.6
ce12155 T09A5.4
ce15281 H04D03.1 DIP:24996N
ce17438 ZK1290.11
ce17439 Y51A2D.10
ce15268 F13G3.11
ce16470 C35E7.7
ce10964 Y27F2A.7
ce15469 K03E6.3
ce15468 C50H11.3
ce15467 K07D4.4
ce10946 M02F4.7
ce15465 T28A11.16
ce15464 Y79H2A.4
ce15463 W10D9.1
ce15462 Y55D5A.4
ce15461 C42D4.13
ce10940 F45E4.6
ce1737 Y17G7B.15 DIP:26983N
ce1736 ZC581.9
ce1735 Y48G8AL.10
ce1734 Y75B8A.3
ce1733 Y48G1C.8
ce1732 M88.5
ce1731 F47G9.3
ce1730 F46B6.5 DIP:25842N
ce15231 C55A6.11
ce1739 H12D21.8
ce1738 DIP:26992N
ce16473 C18E9.1
ce19733 Y110A2AM.4
ce15923 C01H6.3
ce10967 F40H6.4
ce17963 Y94H6A.4
ce9480 T08B6.7
ce9483 F09C6.4
ce19732 ZC239.13
ce4152 B0001.5
ce9489 C33G8.8
ce9488 C33G8.9
ce6443 F16B4.11
ce5510 F49B2.6
ce6444 F22D6.11
ce4363 C18C4.10
ce19736 Y17G9B.2
ce7771 C13C4.3
ce7770 F28C10.3
ce7773 C46E10.3
ce7772 Y9C9A.16
ce7775 F22B8.6
ce7774 K11H3.1
ce7777 T05A7.5
ce7776 Y68A4A.10
ce7779 C32B5.14
ce7778 C16C10.6
ce8026 F44G4.1
ce8027 W02A11.5
ce8020 T04F8.4
ce8021 C14B1.3
ce8022 E03H4.11
ce8023 C54D10.5
ce1503 Y39B6A.47
ce2878 C46E1.2
ce4362 F17H10.3
ce2456 T20B6.2
ce7537 F46C5.3
ce17965 C07D8.3
ce2915 Y110A7A.19
ce9739 F55G11.7
ce9738 H08M01.1
ce9737 T27E7.9
ce9736 Y73C8C.2
ce9735 T13A10.12
ce9734 C40H1.8
ce9733 H27A22.1
ce9732 T08B6.6
ce9731 Y38F1A.4
ce9730 ZK678.2
ce6035 F10G7.5
ce4361 Y113G7B.14
ce7191 C34G6.5
ce2455 F17C8.3
ce17966 K02E11.5
ce18961 C25A1.15
ce18960 Y47D7A.9
ce18963 F55D1.1
ce13202 ZK892.5
ce18965 T22H2.4
ce18964 F28F8.3
ce18967 F39F10.4
ce18966 R10D12.6
ce8280 ZC482.6
ce8281 F49C5.9
ce8282 F08H9.6
ce3234 K03D3.8
ce8284 C44C3.7
ce8285 C50E3.6
ce8286 D1025.3
ce8287 F22A3.1
ce6034 T15B7.7
ce11503 T20H9.1
ce4360 C23G10.6
ce2454 T19A5.3
ce16477 C34B2.8
ce11504 F59E12.12
ce5604 T05H4.10
ce17967 F18E2.6
ce12702 T27A1.2
ce6839 K10C8.2
ce16538 Y73F8A.27
ce17953 T28D9.10
ce11571 C18D11.4 DIP:26572N
ce6889 C01H6.4
ce3235 B0244.10
ce11507 F58E1.3
ce6037 Y39B6A.41
ce13146 F32E10.2
ce7194 Y17G7B.13
ce7197 ZK849.5
ce7196 T05G5.1
ce7193 C50D2.9
ce7190 W02D3.2
ce16476 D2096.6
ce7192 C11E4.3
ce7199 ZC449.3
ce7198 Y54E2A.12
ce13148 ZC434.4
ce13149 F16H6.10
ce425 W03F11.4
ce17432 DIP:26004N T27A8.2
ce16539 F56B3.9
ce13655 F54B8.2
ce11570 Y45G12B.2 DIP:24811N
ce12153 M01D1.8
ce13652 F53F8.4
ce12150 Y54E10A.10
ce13653 R119.3
ce4366 F56F10.1
ce2709 C01G6.6
ce2708 Y73F8A.35
ce2879 W05H7.4
ce18602 T02E1.4
ce6828 W02A11.4
ce6829 C05D11.4
ce2703 T07H3.1
ce6827 Y49E10.10
ce2701 F42G9.6
ce2700 F35G12.4
ce6822 F53A2.9
ce2706 C27F2.1
ce6820 Y41G9A.3
ce17437 F59E12.3
ce9867 K06B4.5
ce9866 K06B4.7
ce9865 F13A7.1
ce9864 F22H10.5
ce9863 T06G6.1
ce9862 C50B8.3
ce9861 F28D9.2
ce16517 Y87G2A.9
ce5733 T14F9.1 DIP:24603N
ce5732 F54A3.6 DIP:24556N
ce5731 C03F11.1
ce17435 T10C6.11 DIP:26826N F07B7.11 F07B7.4
ce5737 F01F1.9
ce2877 T09E11.7
ce9869 C05E4.11
ce5734 F31D5.2 DIP:26964N
ce13933 C54G4.3
ce3478 C55C3.1 DIP:26219N
ce3479 M04C3.2
ce7999 T21B10.6
ce7998 Y71G12B.12
ce3472 ZC8.6
ce3473 R01H10.3
ce3470 DIP:25289N F08H9.1
ce3471 F46G10.2
ce3476 Y48B6A.8
ce3477 DIP:24462N F56G4.5
ce3474 Y7A9A.1
ce3475 R11A8.4
ce15834 C25A1.13
ce15287 C40C9.3
ce12159 F48B9.2
ce18422 W08E12.9
ce15835 Y77E11A.8
ce6030 Y54H5A.4
ce18423 T02G5.14
ce4364 C01G6.7
ce15836 W03A5.5
ce13936 Y43F8C.5
ce15837 F11C7.5
ce6785 W10G11.6
ce7763 C16D9.5
ce15830 C11E4.1
ce16534 T01B10.1
ce11575 R13A1.9
ce15831 F29A7.6
ce5849 T03G6.3
ce5848 B0496.8
ce832 C34F6.10
ce833 F20D12.2
ce386 F20H11.2
ce387 Y54E10A.11
ce384 T24H7.5
ce385 K10E9.1
ce5841 T02B11.6
ce5840 Y46C8AL.5
ce5843 C02F5.7
ce5842 T06C12.10
ce5845 D1009.2
ce5844 F44B9.7
ce5847 F26F4.5 DIP:26397N
ce5846 Y38F1A.6 DIP:24327N
ce10785 T04B8.1
ce16831 C39E6.2
ce10787 Y105E8A.13
ce10786 F15A4.4
ce6784 C05D2.8
ce10780 C47A10.10
ce10783 Y44A6C.1
ce16830 C49C8.3
ce16535 C35D10.16
ce16519 M7.9
ce10789 ZK816.5
ce10788 ZK1073.1
ce5305 ZK616.1
ce3232 R17.2
ce14495 F02E9.2
ce11728 T21B4.1
ce14497 C17B7.3
ce14496 Y40G12A.1
ce14491 Y71H2AM.14
ce14490 K02D10.4
ce14493 W04E12.4
ce14492 R12E2.11
ce16835 W08E3.1
ce10948 T27C10.2
