co702 rt428
co11315 rt4462
co3267 rt13546
co920 rt6565
co8064 rt6565
co11535 rt2057
co11523 rt6782
co1132 rt2422
co5756 rt14263
co13333 rt8577
co12857 rt4921
co12857 rt15648
co9623 rt7926
co3088 rt14423
co10189 rt10045
co7978 rt3177
co13682 rt6663
co9132 rt6800
co11807 rt5429
co12015 rt9632
co7430 rt7766
co2106 rt285
co2106 rt13557
co2106 rt14169
co8255 rt6433
co8437 rt8251
co8437 rt9033
co8437 rt10981
co8731 rt4269
co7085 rt10906
co3299 rt6275
co10724 rt6275
co8757 rt837
co12751 rt8743
co10431 rt5280
co4153 rt9971
co5770 rt2966
co9386 rt11808
co11150 rt9189
co4741 rt4050
co4741 rt14557
co1873 rt9071
co2720 rt3319
co4858 rt2073
co8084 rt1339
co4913 rt4642
co4783 rt13055
co4140 rt8658
co12075 rt6070
co12075 rt10554
co12075 rt15523
co8245 rt194
co8245 rt557
co8245 rt4466
co10558 rt4337
co84 rt12496
co10703 rt2378
co2996 rt2438
co14741 rt2287
co14741 rt6973
co10173 rt479
co12584 rt6335
co8789 rt2853
co8789 rt9150
co4326 rt12097
co4326 rt12242
co2263 rt13139
co11825 rt11188
co11392 rt2623
co3072 rt8623
co10803 rt5102
co480 rt4029
co10446 rt12656
co11002 rt7808
co10878 rt10902
co3904 rt2714
co12731 rt6323
co12731 rt15563
co12840 rt5362
co828 rt886
co2867 rt886
co4161 rt886
co2216 rt23
co6069 rt15208
co8636 rt4384
co6439 rt10289
co9410 rt2973
co2128 rt8497
co13759 rt10815
co13759 rt14803
co267 rt10818
co7526 rt8133
co8773 rt15163
co8819 rt3803
co9863 rt2629
co8853 rt6975
co10565 rt3619
co3215 rt651
co1650 rt12045
co3774 rt15264
co10766 rt9629
co10323 rt4746
co12911 rt11961
co14116 rt15469
co2342 rt591
co2342 rt2113
co208 rt6403
co7489 rt9423
co12119 rt2477
co11087 rt6803
co8441 rt8213
co12229 rt8493
co12040 rt11724
co6052 rt9345
co12494 rt12238
co13374 rt4444
co7072 rt15453
co2482 rt12816
co940 rt15187
co9667 rt14724
co1231 rt9653
co7955 rt15622
co12856 rt2879
co2084 rt3206
co14028 rt15483
co7395 rt9250
co11698 rt4404
co11698 rt8919
co751 rt4090
co7980 rt10095
co4447 rt10023
co5251 rt3997
co485 rt165
co6263 rt10560
co4880 rt2333
co7269 rt2333
co5538 rt7809
co10906 rt9000
co14501 rt2310
co14501 rt9657
co2965 rt5510
co2965 rt11657
co8500 rt14499
co14189 rt11758
co10873 rt11842
co10107 rt13163
co8542 rt235
co7626 rt6791
co7626 rt6970
co7626 rt11275
co4210 rt8489
co5484 rt2037
co12419 rt15248
co14395 rt7693
co8734 rt6911
co5807 rt2748
co11361 rt13492
co5862 rt4617
co5862 rt5442
co6075 rt14393
co13715 rt14108
co3154 rt3304
co3973 rt5123
co11421 rt9145
co4507 rt11029
co5044 rt4467
co10043 rt2261
co10043 rt15440
co14519 rt2261
co14519 rt15440
co1987 rt197
co2630 rt2539
co10387 rt6189
co2855 rt660
co2855 rt5946
co1767 rt4028
co1767 rt10038
co7544 rt6268
co11128 rt15352
co4150 rt10441
co13924 rt7508
co13924 rt8139
co13924 rt8766
co13924 rt10339
co3371 rt13935
co10099 rt7206
co1205 rt8224
co6240 rt270
co285 rt15142
co5030 rt13440
co6484 rt458
co6334 rt8056
co12683 rt2786
co12683 rt11261
co12683 rt12445
co12683 rt13175
co12987 rt15575
co4999 rt14001
co12048 rt8290
co7740 rt578
co12506 rt8443
co6586 rt13807
co12158 rt4604
co3082 rt3287
co7946 rt11481
co7946 rt15600
co4513 rt9559
co9508 rt11041
co9508 rt12280
co5811 rt365
co2583 rt2531
co8682 rt8404
co4105 rt14411
co7142 rt5541
co6609 rt7909
co3637 rt9050
co5355 rt13080
co6864 rt6572
co13414 rt4043
co8186 rt1592
co8402 rt12289
co4412 rt10857
co4412 rt12494
co4412 rt14934
co12583 rt358
co12583 rt11901
co13585 rt10565
co11155 rt5614
co12529 rt4902
co12529 rt8198
co12529 rt13773
co12112 rt13287
co6244 rt14642
co11683 rt3860
co99 rt12132
co2681 rt2963
co14264 rt2963
co1663 rt1941
co11249 rt3199
co6172 rt5284
co8893 rt2131
co9577 rt983
co9577 rt1011
co9577 rt1963
co9577 rt6040
co5420 rt696
co5420 rt8823
co574 rt1571
co574 rt2013
co574 rt2880
co11461 rt5031
co5184 rt3868
co2827 rt6013
co9404 rt127
co7780 rt11542
co3447 rt11888
co8045 rt10659
co10414 rt6316
co4459 rt10318
co6114 rt3681
co10511 rt14236
co10384 rt10610
co2663 rt13329
co11836 rt6301
co14750 rt9759
co2492 rt10391
co5200 rt10391
co13015 rt10391
co4727 rt10590
co11238 rt2282
co8748 rt2029
co673 rt6453
co9036 rt6676
co1017 rt6285
co13076 rt5879
co12360 rt6038
co12360 rt7187
co12360 rt11547
co12360 rt12103
co14647 rt9428
co7722 rt8642
co7722 rt15181
co1372 rt3961
co1372 rt5748
co1372 rt6435
co1372 rt7398
co12811 rt1676
co13576 rt13046
co1745 rt436
co1383 rt2308
co7312 rt5249
co5346 rt11991
co4029 rt884
co4271 rt4287
co7821 rt7519
co13432 rt11110
co13432 rt15568
co1844 rt1872
co4036 rt1872
co6498 rt1872
co6768 rt1872
co6786 rt1872
co12313 rt1872
co4420 rt2265
co13939 rt3067
co8417 rt5481
co10049 rt8603
co2280 rt496
co13917 rt13172
co12233 rt13406
co12233 rt14971
co13025 rt5350
co13025 rt7444
co7763 rt7717
co7763 rt11408
co8079 rt6434
co8079 rt15029
co1323 rt8965
co1585 rt8965
co631 rt11723
co14487 rt170
co8236 rt6128
co5455 rt6712
co1407 rt6425
co3778 rt6425
co2212 rt9473
co6931 rt12128
co10787 rt3697
co10787 rt7516
co10787 rt13589
co4973 rt6330
co4015 rt11688
co8606 rt751
co6815 rt4141
co6815 rt5905
co40 rt2144
co4049 rt9368
co3854 rt1102
co9408 rt14586
co14599 rt7635
co8157 rt2212
co12633 rt13571
co14619 rt6026
co7341 rt11089
co4003 rt8961
co420 rt14454
co11389 rt2150
co5298 rt12175
co11881 rt4027
co5796 rt3568
co4190 rt3888
co8939 rt6333
co11749 rt8721
co1800 rt2918
co2350 rt6883
co4682 rt6883
co7877 rt10753
co10090 rt4546
co12170 rt2591
co11346 rt1486
co13627 rt5873
co9837 rt5208
co10400 rt5795
co3573 rt7156
co7957 rt10796
co12008 rt12488
co9716 rt2922
co9372 rt26
co10148 rt8387
co13905 rt7846
co5342 rt5387
co5342 rt7280
co5342 rt7737
co5342 rt11067
co5342 rt12361
co5342 rt15019
co12437 rt8605
co6828 rt9
co7267 rt10632
co1817 rt331
co1817 rt14773
co6137 rt1787
co13845 rt5758
co13818 rt4178
co6626 rt12225
co13761 rt8490
co5159 rt6018
co3995 rt9200
co3995 rt10001
co7024 rt8272
co9469 rt1330
co12745 rt12279
co14276 rt6898
co8927 rt658
co2217 rt905
co11528 rt15228
co4369 rt11775
co13099 rt12113
co1188 rt12054
co4079 rt9732
co7769 rt13725
co13054 rt6943
co13054 rt10063
co13054 rt10620
co13615 rt9136
co10905 rt11166
co9810 rt6370
co11307 rt8459
co11307 rt9520
co11307 rt12205
co12766 rt2211
co12766 rt5823
co12766 rt8028
co7668 rt15549
co11568 rt6718
co7048 rt1985
co12152 rt1985
co3549 rt367
co8183 rt367
co12301 rt3687
co8428 rt2395
co8428 rt4321
co9799 rt14995
co8480 rt6210
co11253 rt2885
co14022 rt4568
co5261 rt8212
co13046 rt3414
co5581 rt12526
co5549 rt7704
co6970 rt2379
co8589 rt1811
co2883 rt5479
co1853 rt3907
co5801 rt4009
co1111 rt10898
co13838 rt3127
co13913 rt3127
co73 rt5772
co1721 rt9458
co14597 rt91
co9964 rt13977
co9933 rt594
co9933 rt10918
co6965 rt6179
co7981 rt6179
co6408 rt10998
co5340 rt10473
co7563 rt347
co11834 rt4441
co6096 rt9353
co14228 rt12184
co9219 rt3544
co1962 rt12120
co11486 rt4663
co5976 rt7575
co11126 rt4936
co14096 rt10411
co9491 rt3129
co9491 rt6135
co5723 rt2035
co5689 rt4875
co5689 rt8812
co5689 rt15688
co7742 rt6432
co6169 rt1411
co11552 rt4780
co4538 rt6650
co13668 rt15207
co12268 rt1045
co994 rt11767
co4646 rt15617
co8100 rt8647
co2994 rt6386
co6657 rt6609
co591 rt14178
co13173 rt7901
co14084 rt12051
co10229 rt10743
co2966 rt3575
co5604 rt12258
co5604 rt14835
co1057 rt3977
co2779 rt10882
co5249 rt6337
co12826 rt6337
co9869 rt10292
co9045 rt10833
co7872 rt12933
co7872 rt14730
co5688 rt10428
co5597 rt6615
co9234 rt14402
co555 rt12817
co6754 rt5261
co662 rt6517
co4695 rt5206
co9265 rt9648
co433 rt5742
co4647 rt4680
co1289 rt10488
co12459 rt806
co8144 rt4468
co14632 rt5760
co7288 rt5938
co11713 rt15490
co5896 rt946
co4628 rt12646
co7480 rt6440
co14663 rt6582
co13742 rt11090
co2153 rt5352
co2153 rt15126
co5614 rt3069
co11930 rt8053
co8866 rt7291
co3391 rt6836
co3391 rt11111
co8555 rt12
co8555 rt10435
co7293 rt10478
co4845 rt8897
co6296 rt9140
co943 rt13834
co12711 rt8854
co6317 rt3170
co14066 rt6736
co14066 rt13418
co7373 rt8716
co7373 rt10484
co6119 rt4760
co7256 rt9605
co5319 rt13985
co8440 rt3257
co1799 rt11566
co2912 rt15624
co9323 rt14232
co8835 rt4041
co13427 rt4784
co10842 rt10912
co12886 rt9177
co11169 rt10516
co11169 rt13240
co6866 rt1404
co6866 rt1830
co6866 rt8554
co11722 rt10928
co2449 rt7169
co13950 rt7169
co11186 rt13338
co5610 rt3476
co6935 rt3476
co4065 rt10429
co9322 rt9830
co7508 rt393
co2832 rt5542
co8369 rt3537
co11777 rt3328
co6147 rt8960
co5134 rt7847
co2238 rt1289
co9885 rt13239
co11120 rt3755
co10686 rt10940
co8801 rt1522
co3791 rt7166
co3791 rt8185
co10708 rt10626
co8431 rt8611
co4041 rt14422
co7020 rt8421
co2684 rt3186
co3872 rt6595
co13357 rt5612
co14304 rt10033
co2999 rt3731
co345 rt12953
co680 rt13968
co5084 rt1310
co11483 rt11787
co4375 rt7049
co10859 rt11751
co10872 rt14866
co3222 rt1743
co5440 rt6995
co6453 rt6995
co10815 rt15602
co3660 rt5878
co8290 rt4056
co1273 rt9397
co9604 rt8250
co10858 rt10752
co7748 rt15077
co2951 rt702
co7204 rt11515
co10111 rt1418
co10495 rt1248
co14719 rt1248
co11245 rt12873
co12670 rt11554
co8147 rt4611
co10448 rt1898
co12797 rt15161
co10556 rt11376
co266 rt15319
co4107 rt5685
co10847 rt8680
co12795 rt11896
co9465 rt6120
co9465 rt12671
co2633 rt12877
co5752 rt4497
co12103 rt10447
co9997 rt12835
co6067 rt14062
co12435 rt10921
co9031 rt2805
co10804 rt374
co5428 rt1483
co875 rt15706
co5149 rt4361
co6592 rt1619
co11575 rt8620
co13122 rt10812
co4216 rt13473
co12111 rt8958
co11740 rt10979
co10056 rt155
co4550 rt4385
co7686 rt5804
co13406 rt7410
co4248 rt2621
co8464 rt12274
co9813 rt11727
co1138 rt6238
co2801 rt5272
co9587 rt13462
co1209 rt6876
co11516 rt12268
co8551 rt9118
co10022 rt5491
co11961 rt6030
co5257 rt10378
co10291 rt1734
co8840 rt1057
co3516 rt2485
co3516 rt5082
co14288 rt7832
co8182 rt6234
co5167 rt44
co8496 rt5463
co12174 rt3762
co12174 rt14351
co54 rt2756
co5880 rt8703
co10347 rt4333
co7538 rt8637
co1141 rt11048
co11286 rt12867
co3188 rt14358
co7907 rt6960
co9769 rt9258
co14584 rt14009
co14277 rt8533
co10266 rt9257
co13128 rt8591
co5595 rt5840
co11464 rt9153
co2133 rt5390
co7679 rt6055
co10707 rt12218
co5405 rt10455
co5533 rt7876
co3787 rt8679
co9930 rt6721
co9930 rt14613
co14237 rt14407
co6264 rt3861
co10947 rt9532
co2335 rt13572
co4556 rt12353
co998 rt10791
co1304 rt12264
co6856 rt6662
co6761 rt3293
co12893 rt7614
co12405 rt13001
co9952 rt14517
co11319 rt7949
co11319 rt8685
co13651 rt7517
co11347 rt12558
co13975 rt14112
co7798 rt10758
co6405 rt12196
co11450 rt11229
co6549 rt10248
co13751 rt2467
co8753 rt12348
co580 rt2371
co1075 rt4414
co1075 rt15318
co11851 rt12904
co7854 rt9765
co9100 rt7957
co14034 rt8179
co13100 rt13897
co11208 rt3188
co11208 rt15649
co11237 rt4995
co10142 rt6641
co14727 rt13322
co12433 rt7902
co9259 rt2961
co9259 rt13176
co7477 rt1264
co9644 rt4476
co461 rt9837
co528 rt5240
co5716 rt9344
co14230 rt7330
co4844 rt10903
co8033 rt855
co1284 rt745
co1284 rt9816
co13635 rt13641
co11750 rt15231
co10957 rt14334
co4120 rt3819
co10688 rt6130
co11751 rt5402
co3357 rt10111
co175 rt3133
co11372 rt2381
co10318 rt11437
co13050 rt4100
co8522 rt6643
co9432 rt237
co8414 rt14646
co12899 rt10438
co9117 rt4967
co918 rt11570
co12964 rt10914
co13056 rt11093
co1100 rt14838
co7481 rt4860
co4660 rt807
co11569 rt10439
co13506 rt11656
co670 rt3
co10519 rt15512
co7249 rt12726
co13791 rt11446
co8264 rt3986
co12295 rt3986
co11711 rt7646
co14195 rt14606
co4237 rt6318
co7592 rt12699
co11020 rt5338
co444 rt10141
co8246 rt10191
co2885 rt2487
co5736 rt12524
co4001 rt4256
co6032 rt10769
co9635 rt8013
co9635 rt12739
co10271 rt4704
co8319 rt12601
co3840 rt11469
co14612 rt8598
co12548 rt10720
co9274 rt14167
co10462 rt13740
co11406 rt11153
co133 rt10908
co6565 rt13506
co10336 rt15081
co13492 rt12085
co7864 rt8004
co8385 rt15153
co9958 rt12423
co13319 rt13246
co2796 rt3116
co9872 rt7617
co8984 rt7212
co11897 rt15100
co10371 rt7239
co6325 rt5702
co9278 rt15251
co10031 rt15194
co11073 rt15004
co8979 rt444
co9071 rt5577
co11837 rt15048
co3235 rt9877
co4205 rt2393
co1330 rt11083
co3519 rt14672
co4711 rt14207
co10200 rt10185
co13436 rt7400
co4373 rt11460
co6041 rt6530
co11336 rt10136
co5850 rt7547
co12920 rt1291
co1687 rt15337
co6817 rt1191
co985 rt3956
co2706 rt14722
co2363 rt7817
co10984 rt2473
co5871 rt737
co6103 rt12248
co5417 rt599
co4499 rt13704
co7015 rt7461
co13191 rt5140
co4004 rt5165
co486 rt6002
co4827 rt10051
co13881 rt904
co3271 rt10039
co11414 rt11126
co13247 rt8592
co570 rt518
co3631 rt6644
co11371 rt3510
co1472 rt13087
co2828 rt3309
co1699 rt13134
co13826 rt253
co4429 rt15621
co5018 rt7597
co3619 rt7161
co9497 rt2723
co629 rt10346
co3939 rt9764
co4204 rt10272
co3087 rt7069
co12093 rt12623
co14439 rt3935
co8468 rt7495
co1187 rt2450
co9749 rt8811
co6767 rt8999
co5921 rt14473
co7578 rt3576
co6450 rt13206
co11088 rt15473
co7802 rt1640
co8563 rt12716
co10205 rt2616
co9875 rt14183
co6288 rt15594
co9325 rt5470
co14728 rt9667
co10341 rt9217
co12422 rt3310
co9817 rt1897
co12853 rt9744
co3984 rt9581
co3046 rt13979
co4189 rt9562
co516 rt14716
co11790 rt5608
co7389 rt5666
co4341 rt14567
co3919 rt6271
co8738 rt2329
co1150 rt2084
co8481 rt5971
co14196 rt9806
co11786 rt13890
co13404 rt10870
co10812 rt13738
co6059 rt12762
co6850 rt1067
co592 rt13323
co986 rt13079
co416 rt10759
co10892 rt15461
co4419 rt12822
co13795 rt9086
co9249 rt11703
co9843 rt12707
co11633 rt2461
co4839 rt5613
co2112 rt2193
co5423 rt8360
co8279 rt1842
co6758 rt1496
co14149 rt14997
co7296 rt9371
co9191 rt12861
co9094 rt3408
co5966 rt14189
co6779 rt3463
co12052 rt15402
co8078 rt11881
co12772 rt1041
co2397 rt12416
co6681 rt13781
co2984 rt13522
